1,0.4766943,0.25950715,0.68390614,0.45898503,0.25407705,0.2273921,0.22431973,0.6404038,0.09448513
1,0.36577833,0.19839634,0.56047535,0.26647553,0.1554,0.2422986,0.17773865,0.14375111,0.110221796
1,0.42284527,0.17053846,0.4016593,0.48370203,0.1595962,0.18112919,0.14529143,0.30246055,0.056198984
1,0.43346953,0.24935958,0.2701249,0.30880257,0.33611244,0.48847684,0.3853507,0.40370864,0.015361724
1,0.9156528,0.68636626,0.25156134,0.9044486,0.86015207,0.3722929,0.69760907,0.56797653,0.033458266
1,0.11165372,0.0492941,0.07829015,0.11844385,0.023244059,0.15810531,0.04504498,0.46781477,0.23646839
1,0.3583915,0.10695954,0.4917393,0.30972147,0.07251827,0.06732242,0.48896334,0.20039096,0.013324646
1,0.46396598,0.23669033,0.5635811,0.38805887,0.43119615,0.26199442,0.51514244,0.98813224,0.020000098
1,0.0957037,0.040748484,0.05357046,0.05393226,0.039880216,0.28190693,0.04687005,0.11210654,0.06313879
1,0.24198434,0.10108596,0.16748661,0.22627762,0.13978279,0.16976905,0.060418837,0.057146996,0.13091254
1,0.2972285,0.08264241,0.4727661,0.32371554,0.09635522,0.036920786,0.106537245,0.86875,0.068622194
1,0.34939405,0.20318966,0.3961072,0.24178022,0.06568331,0.6520679,0.063136324,0.21991254,0.01612329
1,0.22924732,0.123025715,0.16014543,0.2469576,0.14200886,0.09906241,0.19890542,0.19084999,0.012174715
1,0.10699811,0.03477048,0.058629107,0.11315942,0.056399856,0.061183456,0.05072761,0.52158463,0.1488262
1,0.24766342,0.09377427,0.3125397,0.28132614,0.08338683,0.056532584,0.1352375,0.34428698,0.022426248
1,0.15895155,0.10553737,0.11238572,0.12031276,0.101079896,0.36710015,0.14891133,0.4001934,0.1015562
1,0.34066018,0.10421033,0.4791782,0.3001933,0.051604763,0.077366464,0.07987306,0.20020138,0.09053557
1,0.31682572,0.09856292,0.56536895,0.2910778,0.09867202,0.11398991,0.06388717,0.2655256,0.054251604
1,0.2752728,0.10267176,0.24032389,0.32741445,0.121387556,0.09242557,0.054642748,0.03328264,0.04800648
0,0.057892755,0.0202289,0.03642735,0.032669313,0.01841691,0.07698417,0.031467404,0.15717378,0.41467372
0,0.24137715,0.051763263,0.09652549,0.31369427,0.032589726,0.05655835,0.020229919,0.09334034,0.088339314
0,0.11922434,0.04189992,0.081056185,0.12959912,0.055516057,0.12656307,0.031513937,0.044090584,0.106475934
0,0.49571788,0.27918434,0.68196476,0.46530765,0.20485297,0.31673968,0.33535105,0.04963112,0.17680024
0,0.058536544,0.015462194,0.03890933,0.048443146,0.022103306,0.031760193,0.03599379,0.15246344,0.039087158
1,0.34911555,0.18448935,0.074445054,0.1970671,0.35906482,0.10891218,0.56802356,0.9830818,0.055154473
0,0.088928975,0.036150735,0.08917743,0.07593276,0.041364297,0.11369397,0.031011926,0.013862544,0.034165915
1,0.0873067,0.032119058,0.05553698,0.07096053,0.04315151,0.055229727,0.06776958,0.09779754,0.12578128
0,0.09167804,0.024955695,0.045386303,0.08857799,0.033505343,0.042033337,0.029596198,0.06871567,0.103966996
0,0.08188895,0.034301527,0.07231259,0.05068194,0.05658145,0.0848417,0.048247524,0.05427089,0.16546448
0,0.63347846,0.27532163,0.25810328,0.68785954,0.3793453,0.084618874,0.36617172,0.01570793,0.026651565
0,0.0791136,0.01996083,0.032502647,0.08425542,0.01160612,0.041781954,0.015606129,0.09463914,0.07219393
1,0.6052822,0.30331773,0.399355,0.7067963,0.31197786,0.19251022,0.11445901,0.09452098,0.074561544
0,0.37234023,0.16872849,0.6615066,0.24740568,0.15804352,0.11716941,0.14879006,0.09892364,0.03821191
1,0.31089434,0.05152579,0.040337924,0.3054236,0.07728848,0.09602497,0.023991259,0.014509223,0.01621135
0,0.07176818,0.03013016,0.037783403,0.039940935,0.046859916,0.08519057,0.053537767,0.066818476,0.22039828
0,0.06770719,0.019550413,0.04597109,0.035764206,0.019244961,0.0407075,0.04630139,0.86875,0.055561997
1,0.51137507,0.22140372,0.42336586,0.65056413,0.121169455,0.080800824,0.06018656,0.06345722,0.009562925
0,0.1493454,0.05302112,0.048395302,0.11524841,0.082854375,0.118832976,0.06309334,0.2674485,0.16616344
0,0.1467197,0.03379532,0.087191656,0.16322659,0.046611093,0.033541437,0.03345534,0.1201525,0.11864939
